job_position_name,career_objective,skills,matched_score,degree_names,major_field_of_studies,experiencere_requirement
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",graduate database management engineer looking to join a role in data analytics or cloud-based machine learning solutions.,Not provided,0.683333333,['b.tech'],['computers'],at least 3 years
Senior Software Engineer,"i am an experienced analytics specialist seeking a full-time position in the field of data science and application in business problem solving, where i can apply my knowledge and skills for continuous improvement.",Not provided,0.75,['b.tech'],['ece'],at least 1 year
Project Coordinator (Civil),Not provided,Not provided,0.683333333,['bachelor of science'],['computer science'],5 to 10 years
Business Development Executive,i am a fresher business analyst with a knack for building applications that use machine learning and deep learning.,Not provided,0.556666667,['b.tech (civil)'],['civil'],1 to 3 years
Network Support Engineer,"energetic, innovative engineering undergraduate, passionate about machine learning, nlp and deep learning for solving real-world problems, aiming to work in an organization providing great learning experience and growth opportunities for mutual benefit.",Not provided,0.66,"['b.tech. (electrical engineering specialization in computer science)', 'xii', 'x']","['electrical engineering specialized in computer science', 'n/a', 'n/a']",at least 3 years
"Full Stack Developer (Python,React Js)","a python programmer, currently pursuing data science and looking for roles that involve the application of machine learning. i am always excited to take on real life problems and tread through different technology stacks.",Not provided,0.85,['b.tech'],['n/a'],3 to 7 years
Head Of Internal Control & Compliance (Icc) - Sevp/Dmd,as a data analyst i always look into more innovative ways of finding figures and facts from data. i have also worked with some production based machine learning application problems and i would like to involve myself more with such ventures.,Not provided,0.546666667,"['b.tech', 'm.tech']","['[none, none]']",at least 15 years
Executive - Vat,a highly disciplined and hard-working individual seeking challenging opportunity in the field of data science and data analytics where i can utilize my skills and knowledge to contribute for the growth of the organization,Not provided,0.466666667,['b.tech'],['n/a'],1 to 3 years
Intern (Generative Ai Engineering - 2D/3D Image Generation),"an avid data analyst looking to step into the world of machine learning and data sciences. i have experience related to data mining, data visualization, text analytics, data collection and would currently like to expand my horizon and work on machine learning projects.",Not provided,0.85,['bca'],['n/a'],Not specified
Data Science Engineer,associate software engineer specializing in machine learning models and optimization. i work with both natural language processing and computer vision in terms of modelling and development.,Not provided,0.85,['b.tech'],['electronics/telecommunication'],at least 2 years
"Executive/ Senior Executive- Trade Marketing, Hygiene Products","innovative programmer with analytical problem-solving skills and 2-year it internship experience. demonstrated proficiency in diverse computer programs, including sms/sql, ethernet, vpn, ssh, voip, html, php, asp, and xml. looking to design technical initiatives and automate solutions for organizational efficiency, productivity, and profitability.",Not provided,0.75,['bachelor of science'],"['computer science, cybersecurity']",at least 3 years
Intern (Generative Ai Engineering - 2D/3D Image Generation),i am a software developer currently working on machine learning projects. the domain of analytics and machine learning has amassed a greater interest for me and i want to explore and learn about the core concepts used in production. i am looking to switch to a fulltime role that will help me explore more about this.,Not provided,0.85,['b.tech'],['information technology'],Not specified
Machine Learning (Ml) Engineer,hard working recent graduate intending a part time or full time job to build experience in a civil engineering working environment. bringing civil engineering office and field experience in roadway design and traffic engineering.,Not provided,0.65,['bachelor of science'],['civil engineering'],at least 5 year(s)
Marketing Officer,Not provided,Not provided,0.483333333,['b.tech'],['civil'],at least 1 year
Machine Learning (Ml) Engineer,Not provided,Not provided,0.85,['b.tech'],['it'],at least 5 year(s)
Management Trainee - Mechanical,business analyst and a data engineer. i believe that data has the highest power when it comes to making informative decisions about business and therefore my objective is to always make sense from what a dataset is trying to convey.,Not provided,0.683333333,['b.tech'],['computers'],Not specified
